id,city,district,sub_district,area_sqft,bhk,property_type,furnishing,price_inr,price_per_sqft,source,created_at,updated_at,is_active
328,Delhi,Southwest Delhi,Vasant Vihar,3200,5,Independent House,Fully Furnished,148000000,46250,CSV_Import,2025-06-11 21:01:45.498038,2025-06-11 21:01:45.498038,t
329,Delhi,Southwest Delhi,RK Puram,2400,4,Builder Floor,Semi-Furnished,78500000,32708.333333333332,CSV_Import,2025-06-11 21:01:45.498039,2025-06-11 21:01:45.49804,t
330,Delhi,Southwest Delhi,Mahipalpur,2200,4,Builder Floor,Unfurnished,52500000,23863.636363636364,CSV_Import,2025-06-11 21:01:45.49804,2025-06-11 21:01:45.498041,t
331,Delhi,Northwest Delhi,Rohini,2400,4,Builder Floor,Semi-Furnished,45500000,18958.333333333332,CSV_Import,2025-06-11 21:01:45.498041,2025-06-11 21:01:45.498042,t
332,Delhi,Northwest Delhi,Pitampura,2300,4,Builder Floor,Semi-Furnished,42500000,18478.260869565216,CSV_Import,2025-06-11 21:01:45.498042,2025-06-11 21:01:45.498043,t
333,Delhi,Northwest Delhi,Shalimar Bagh,2200,4,Builder Floor,Unfurnished,38500000,17500,CSV_Import,2025-06-11 21:01:45.498044,2025-06-11 21:01:45.498044,t
334,Delhi,Northwest Delhi,Ashok Vihar,2100,4,Builder Floor,Semi-Furnished,36500000,17380.95238095238,CSV_Import,2025-06-11 21:01:45.498045,2025-06-11 21:01:45.498045,t
335,Delhi,Central Delhi,Connaught Place,800,1,Apartment,Semi-Furnished,18500000,23125,CSV_Import,2025-06-11 21:01:45.498046,2025-06-11 21:01:45.498046,t
336,Delhi,Central Delhi,Karol Bagh,750,1,Apartment,Fully Furnished,15500000,20666.666666666668,CSV_Import,2025-06-11 21:01:45.498047,2025-06-11 21:01:45.498047,t
337,Delhi,Central Delhi,Paharganj,700,1,Apartment,Unfurnished,12500000,17857.14285714286,CSV_Import,2025-06-11 21:01:45.498048,2025-06-11 21:01:45.498048,t
338,Delhi,South Delhi,Greater Kailash,900,1,Apartment,Fully Furnished,22500000,25000,CSV_Import,2025-06-11 21:01:45.498049,2025-06-11 21:01:45.498049,t
339,Delhi,South Delhi,Defence Colony,850,1,Apartment,Semi-Furnished,20500000,24117.647058823528,CSV_Import,2025-06-11 21:01:45.49805,2025-06-11 21:01:45.498051,t
340,Delhi,South Delhi,Lajpat Nagar,800,1,Apartment,Semi-Furnished,16500000,20625,CSV_Import,2025-06-11 21:01:45.498051,2025-06-11 21:01:45.498052,t
341,Delhi,South Delhi,Green Park,850,1,Apartment,Unfurnished,18500000,21764.70588235294,CSV_Import,2025-06-11 21:01:45.498052,2025-06-11 21:01:45.498053,t
342,Delhi,South Delhi,Saket,850,1,Apartment,Semi-Furnished,17800000,20941.176470588234,CSV_Import,2025-06-11 21:01:45.498053,2025-06-11 21:01:45.498054,t
343,Delhi,South Delhi,Vasant Kunj,900,1,Apartment,Fully Furnished,21500000,23888.88888888889,CSV_Import,2025-06-11 21:01:45.498054,2025-06-11 21:01:45.498055,t
344,Delhi,South Delhi,Hauz Khas,850,1,Apartment,Semi-Furnished,19500000,22941.176470588234,CSV_Import,2025-06-11 21:01:45.498055,2025-06-11 21:01:45.498056,t
345,Delhi,West Delhi,Rajouri Garden,750,1,Apartment,Unfurnished,11500000,15333.333333333334,CSV_Import,2025-06-11 21:01:45.498056,2025-06-11 21:01:45.498057,t
346,Delhi,West Delhi,Janakpuri,700,1,Apartment,Semi-Furnished,10500000,15000,CSV_Import,2025-06-11 21:01:45.498057,2025-06-11 21:01:45.498057,t
347,Delhi,West Delhi,Tilak Nagar,650,1,Apartment,Unfurnished,9500000,14615.384615384615,CSV_Import,2025-06-11 21:01:45.498058,2025-06-11 21:01:45.498058,t
348,Delhi,West Delhi,Vikaspuri,750,1,Apartment,Semi-Furnished,11800000,15733.333333333334,CSV_Import,2025-06-11 21:01:45.498059,2025-06-11 21:01:45.498059,t
349,Delhi,West Delhi,Uttam Nagar,650,1,Apartment,Unfurnished,8500000,13076.923076923076,CSV_Import,2025-06-11 21:01:45.49806,2025-06-11 21:01:45.49806,t
350,Delhi,North Delhi,Civil Lines,800,1,Apartment,Semi-Furnished,15500000,19375,CSV_Import,2025-06-11 21:01:45.498061,2025-06-11 21:01:45.498061,t
351,Delhi,North Delhi,Model Town,750,1,Apartment,Fully Furnished,14200000,18933.333333333332,CSV_Import,2025-06-11 21:01:45.498062,2025-06-11 21:01:45.498062,t
352,Delhi,North Delhi,Kamla Nagar,700,1,Apartment,Semi-Furnished,11500000,16428.571428571428,CSV_Import,2025-06-11 21:01:45.498063,2025-06-11 21:01:45.498063,t
353,Delhi,North Delhi,GTB Nagar,650,1,Apartment,Unfurnished,10500000,16153.846153846154,CSV_Import,2025-06-11 21:01:45.498064,2025-06-11 21:01:45.498064,t
354,Delhi,North Delhi,Mukherjee Nagar,700,1,Apartment,Semi-Furnished,12200000,17428.571428571428,CSV_Import,2025-06-11 21:01:45.498065,2025-06-11 21:01:45.498065,t
355,Delhi,East Delhi,Laxmi Nagar,700,1,Apartment,Unfurnished,9200000,13142.857142857143,CSV_Import,2025-06-11 21:01:45.498066,2025-06-11 21:01:45.498067,t
356,Delhi,East Delhi,Preet Vihar,750,1,Apartment,Semi-Furnished,10500000,14000,CSV_Import,2025-06-11 21:01:45.498067,2025-06-11 21:01:45.498067,t
357,Delhi,East Delhi,Mayur Vihar,800,1,Apartment,Semi-Furnished,11500000,14375,CSV_Import,2025-06-11 21:01:45.498068,2025-06-11 21:01:45.498068,t
358,Delhi,East Delhi,IP Extension,650,1,Apartment,Unfurnished,8800000,13538.461538461539,CSV_Import,2025-06-11 21:01:45.498069,2025-06-11 21:01:45.498069,t
359,Delhi,East Delhi,Krishna Nagar,700,1,Apartment,Semi-Furnished,9800000,14000,CSV_Import,2025-06-11 21:01:45.49807,2025-06-11 21:01:45.49807,t
360,Delhi,New Delhi,Chanakyapuri,1200,2,Apartment,Fully Furnished,42500000,35416.666666666664,CSV_Import,2025-06-11 21:01:45.498071,2025-06-11 21:01:45.498071,t
361,Delhi,New Delhi,Lutyens Delhi,1300,2,Apartment,Fully Furnished,55000000,42307.692307692305,CSV_Import,2025-06-11 21:01:45.498072,2025-06-11 21:01:45.498072,t
362,Delhi,New Delhi,Lodhi Road,1100,2,Apartment,Fully Furnished,32500000,29545.454545454544,CSV_Import,2025-06-11 21:01:45.498073,2025-06-11 21:01:45.498073,t
363,Delhi,New Delhi,Khan Market,1000,2,Apartment,Semi-Furnished,28500000,28500,CSV_Import,2025-06-11 21:01:45.498074,2025-06-11 21:01:45.498074,t
364,Delhi,Southwest Delhi,Dwarka,900,1,Apartment,Semi-Furnished,12500000,13888.888888888889,CSV_Import,2025-06-11 21:01:45.498075,2025-06-11 21:01:45.498075,t
365,Delhi,Southwest Delhi,Vasant Vihar,1000,1,Apartment,Fully Furnished,25500000,25500,CSV_Import,2025-06-11 21:01:45.498076,2025-06-11 21:01:45.498076,t
366,Delhi,Southwest Delhi,RK Puram,850,1,Apartment,Semi-Furnished,15500000,18235.29411764706,CSV_Import,2025-06-11 21:01:45.498077,2025-06-11 21:01:45.498077,t
367,Delhi,Southwest Delhi,Mahipalpur,750,1,Apartment,Unfurnished,11200000,14933.333333333334,CSV_Import,2025-06-11 21:01:45.498078,2025-06-11 21:01:45.498078,t
368,Delhi,Northwest Delhi,Rohini,800,1,Apartment,Semi-Furnished,10500000,13125,CSV_Import,2025-06-11 21:01:45.498079,2025-06-11 21:01:45.498079,t
369,Delhi,Northwest Delhi,Pitampura,750,1,Apartment,Semi-Furnished,9800000,13066.666666666666,CSV_Import,2025-06-11 21:01:45.49808,2025-06-11 21:01:45.49808,t
370,Delhi,Northwest Delhi,Shalimar Bagh,750,1,Apartment,Unfurnished,9200000,12266.666666666666,CSV_Import,2025-06-11 21:01:45.498081,2025-06-11 21:01:45.498081,t
371,Delhi,Northwest Delhi,Ashok Vihar,700,1,Apartment,Semi-Furnished,8800000,12571.42857142857,CSV_Import,2025-06-11 21:01:45.498082,2025-06-11 21:01:45.498082,t
372,Delhi,Central Delhi,Connaught Place,1600,3,Apartment,Semi-Furnished,42500000,26562.5,CSV_Import,2025-06-11 21:01:45.498083,2025-06-11 21:01:45.498083,t
373,Delhi,Central Delhi,Karol Bagh,1550,3,Apartment,Fully Furnished,36500000,23548.387096774193,CSV_Import,2025-06-11 21:01:45.498084,2025-06-11 21:01:45.498084,t
374,Delhi,Central Delhi,Paharganj,1500,3,Apartment,Unfurnished,28500000,19000,CSV_Import,2025-06-11 21:01:45.498085,2025-06-11 21:01:45.498085,t
375,Delhi,South Delhi,Greater Kailash,1800,4,Apartment,Fully Furnished,58500000,32500,CSV_Import,2025-06-11 21:01:45.498086,2025-06-11 21:01:45.498086,t
376,Delhi,South Delhi,Defence Colony,1750,4,Apartment,Semi-Furnished,52500000,30000,CSV_Import,2025-06-11 21:01:45.498087,2025-06-11 21:01:45.498087,t
377,Delhi,South Delhi,Lajpat Nagar,1600,3,Apartment,Semi-Furnished,38500000,24062.5,CSV_Import,2025-06-11 21:01:45.498088,2025-06-11 21:01:45.498088,t
378,Delhi,South Delhi,Green Park,1700,3,Apartment,Unfurnished,42500000,25000,CSV_Import,2025-06-11 21:01:45.498089,2025-06-11 21:01:45.498089,t
379,Delhi,South Delhi,Saket,1650,3,Apartment,Semi-Furnished,39500000,23939.39393939394,CSV_Import,2025-06-11 21:01:45.49809,2025-06-11 21:01:45.49809,t
380,Delhi,South Delhi,Vasant Kunj,1800,4,Apartment,Fully Furnished,52200000,29000,CSV_Import,2025-06-11 21:01:45.498091,2025-06-11 21:01:45.498091,t
381,Delhi,South Delhi,Hauz Khas,1700,3,Apartment,Semi-Furnished,45500000,26764.70588235294,CSV_Import,2025-06-11 21:01:45.498092,2025-06-11 21:01:45.498092,t
382,Delhi,West Delhi,Rajouri Garden,1550,3,Apartment,Unfurnished,26500000,17096.774193548386,CSV_Import,2025-06-11 21:01:45.498093,2025-06-11 21:01:45.498093,t
383,Delhi,West Delhi,Janakpuri,1500,3,Apartment,Semi-Furnished,24200000,16133.333333333334,CSV_Import,2025-06-11 21:01:45.498094,2025-06-11 21:01:45.498094,t
384,Delhi,West Delhi,Tilak Nagar,1450,3,Apartment,Unfurnished,22500000,15517.241379310344,CSV_Import,2025-06-11 21:01:45.498095,2025-06-11 21:01:45.498095,t
385,Delhi,West Delhi,Vikaspuri,1600,3,Apartment,Semi-Furnished,27800000,17375,CSV_Import,2025-06-11 21:01:45.498095,2025-06-11 21:01:45.498096,t
386,Delhi,West Delhi,Uttam Nagar,1400,3,Apartment,Unfurnished,19500000,13928.57142857143,CSV_Import,2025-06-11 21:01:45.498096,2025-06-11 21:01:45.498097,t
387,Delhi,North Delhi,Civil Lines,1600,3,Apartment,Semi-Furnished,36500000,22812.5,CSV_Import,2025-06-11 21:01:45.498097,2025-06-11 21:01:45.498098,t
388,Delhi,North Delhi,Model Town,1550,3,Apartment,Fully Furnished,32500000,20967.74193548387,CSV_Import,2025-06-11 21:01:45.498098,2025-06-11 21:01:45.498099,t
389,Delhi,North Delhi,Kamla Nagar,1500,3,Apartment,Semi-Furnished,26500000,17666.666666666668,CSV_Import,2025-06-11 21:01:45.498099,2025-06-11 21:01:45.4981,t
390,Delhi,North Delhi,GTB Nagar,1450,3,Apartment,Unfurnished,24200000,16689.655172413793,CSV_Import,2025-06-11 21:01:45.4981,2025-06-11 21:01:45.498101,t
391,Delhi,North Delhi,Mukherjee Nagar,1500,3,Apartment,Semi-Furnished,28500000,19000,CSV_Import,2025-06-11 21:01:45.498101,2025-06-11 21:01:45.498102,t
392,Delhi,East Delhi,Laxmi Nagar,1500,3,Apartment,Unfurnished,22500000,15000,CSV_Import,2025-06-11 21:01:45.498103,2025-06-11 21:01:45.498103,t
393,Delhi,East Delhi,Preet Vihar,1550,3,Apartment,Semi-Furnished,25500000,16451.612903225807,CSV_Import,2025-06-11 21:01:45.498104,2025-06-11 21:01:45.498104,t
394,Delhi,East Delhi,Mayur Vihar,1600,3,Apartment,Semi-Furnished,27800000,17375,CSV_Import,2025-06-11 21:01:45.498104,2025-06-11 21:01:45.498105,t
395,Delhi,East Delhi,IP Extension,1450,3,Apartment,Unfurnished,21200000,14620.689655172413,CSV_Import,2025-06-11 21:01:45.498105,2025-06-11 21:01:45.498106,t
396,Delhi,East Delhi,Krishna Nagar,1500,3,Apartment,Semi-Furnished,23500000,15666.666666666666,CSV_Import,2025-06-11 21:01:45.498106,2025-06-11 21:01:45.498107,t
397,Delhi,New Delhi,Chanakyapuri,2200,4,Apartment,Fully Furnished,95000000,43181.818181818184,CSV_Import,2025-06-11 21:01:45.498107,2025-06-11 21:01:45.498108,t
398,Delhi,New Delhi,Lutyens Delhi,2400,5,Apartment,Fully Furnished,128000000,53333.333333333336,CSV_Import,2025-06-11 21:01:45.498108,2025-06-11 21:01:45.498109,t
399,Delhi,New Delhi,Lodhi Road,2000,4,Apartment,Fully Furnished,78500000,39250,CSV_Import,2025-06-11 21:01:45.498109,2025-06-11 21:01:45.49811,t
400,Delhi,New Delhi,Khan Market,1800,4,Apartment,Semi-Furnished,68500000,38055.555555555555,CSV_Import,2025-06-11 21:01:45.49811,2025-06-11 21:01:45.498111,t
401,Delhi,Southwest Delhi,Dwarka,1700,3,Apartment,Semi-Furnished,28500000,16764.70588235294,CSV_Import,2025-06-11 21:01:45.498111,2025-06-11 21:01:45.498112,t
402,Delhi,Southwest Delhi,Vasant Vihar,1900,4,Apartment,Fully Furnished,68500000,36052.63157894737,CSV_Import,2025-06-11 21:01:45.498112,2025-06-11 21:01:45.498113,t
403,Delhi,Southwest Delhi,RK Puram,1600,3,Apartment,Semi-Furnished,36500000,22812.5,CSV_Import,2025-06-11 21:01:45.498113,2025-06-11 21:01:45.498114,t
404,Delhi,Southwest Delhi,Mahipalpur,1500,3,Apartment,Unfurnished,26500000,17666.666666666668,CSV_Import,2025-06-11 21:01:45.498115,2025-06-11 21:01:45.498115,t
405,Delhi,Northwest Delhi,Rohini,1600,3,Apartment,Semi-Furnished,24500000,15312.5,CSV_Import,2025-06-11 21:01:45.498115,2025-06-11 21:01:45.498116,t
406,Delhi,Northwest Delhi,Pitampura,1550,3,Apartment,Semi-Furnished,22800000,14709.677419354839,CSV_Import,2025-06-11 21:01:45.498116,2025-06-11 21:01:45.498117,t
407,Delhi,Northwest Delhi,Shalimar Bagh,1500,3,Apartment,Unfurnished,21200000,14133.333333333334,CSV_Import,2025-06-11 21:01:45.498117,2025-06-11 21:01:45.498118,t
408,Delhi,Northwest Delhi,Ashok Vihar,1450,3,Apartment,Semi-Furnished,20500000,14137.931034482759,CSV_Import,2025-06-11 21:01:45.498118,2025-06-11 21:01:45.498119,t
409,Delhi,Central Delhi,Connaught Place,2200,5,Apartment,Semi-Furnished,68500000,31136.363636363636,CSV_Import,2025-06-11 21:01:45.498119,2025-06-11 21:01:45.49812,t
410,Delhi,Central Delhi,Karol Bagh,2100,4,Apartment,Fully Furnished,58500000,27857.14285714286,CSV_Import,2025-06-11 21:01:45.49812,2025-06-11 21:01:45.498121,t
411,Delhi,Central Delhi,Paharganj,2000,4,Apartment,Unfurnished,45500000,22750,CSV_Import,2025-06-11 21:01:45.498122,2025-06-11 21:01:45.498122,t
412,Delhi,South Delhi,Greater Kailash,2500,5,Apartment,Fully Furnished,95000000,38000,CSV_Import,2025-06-11 21:01:45.498123,2025-06-11 21:01:45.498123,t
413,Delhi,South Delhi,Defence Colony,2400,5,Apartment,Semi-Furnished,85000000,35416.666666666664,CSV_Import,2025-06-11 21:01:45.498124,2025-06-11 21:01:45.498124,t
414,Delhi,South Delhi,Lajpat Nagar,2200,4,Apartment,Semi-Furnished,62500000,28409.090909090908,CSV_Import,2025-06-11 21:01:45.498125,2025-06-11 21:01:45.498125,t
415,Delhi,South Delhi,Green Park,2300,5,Apartment,Unfurnished,72500000,31521.739130434784,CSV_Import,2025-06-11 21:01:45.498126,2025-06-11 21:01:45.498127,t
416,Delhi,South Delhi,Saket,2250,4,Apartment,Semi-Furnished,65500000,29111.11111111111,CSV_Import,2025-06-11 21:01:45.498127,2025-06-11 21:01:45.498128,t
417,Delhi,South Delhi,Vasant Kunj,2500,5,Apartment,Fully Furnished,88500000,35400,CSV_Import,2025-06-11 21:01:45.498128,2025-06-11 21:01:45.498129,t
418,Delhi,South Delhi,Hauz Khas,2300,5,Apartment,Semi-Furnished,78500000,34130.434782608696,CSV_Import,2025-06-11 21:01:45.498129,2025-06-11 21:01:45.49813,t
419,Delhi,West Delhi,Rajouri Garden,2100,4,Apartment,Unfurnished,42500000,20238.095238095237,CSV_Import,2025-06-11 21:01:45.498131,2025-06-11 21:01:45.498131,t
420,Delhi,West Delhi,Janakpuri,2050,4,Apartment,Semi-Furnished,38500000,18780.48780487805,CSV_Import,2025-06-11 21:01:45.498132,2025-06-11 21:01:45.498132,t
421,Delhi,West Delhi,Tilak Nagar,2000,4,Apartment,Unfurnished,36500000,18250,CSV_Import,2025-06-11 21:01:45.498133,2025-06-11 21:01:45.498134,t
422,Delhi,West Delhi,Vikaspuri,2150,4,Apartment,Semi-Furnished,44500000,20697.674418604653,CSV_Import,2025-06-11 21:01:45.498134,2025-06-11 21:01:45.498134,t
423,Delhi,West Delhi,Uttam Nagar,1950,4,Apartment,Unfurnished,32500000,16666.666666666668,CSV_Import,2025-06-11 21:01:45.498135,2025-06-11 21:01:45.498135,t
424,Delhi,North Delhi,Civil Lines,2200,4,Apartment,Semi-Furnished,58500000,26590.909090909092,CSV_Import,2025-06-11 21:01:45.498136,2025-06-11 21:01:45.498136,t
425,Delhi,North Delhi,Model Town,2150,4,Apartment,Fully Furnished,52500000,24418.60465116279,CSV_Import,2025-06-11 21:01:45.498137,2025-06-11 21:01:45.498137,t
426,Delhi,North Delhi,Kamla Nagar,2000,4,Apartment,Semi-Furnished,42500000,21250,CSV_Import,2025-06-11 21:01:45.498138,2025-06-11 21:01:45.498138,t
427,Delhi,North Delhi,GTB Nagar,1950,4,Apartment,Unfurnished,38500000,19743.589743589742,CSV_Import,2025-06-11 21:01:45.498139,2025-06-11 21:01:45.498139,t
428,Delhi,North Delhi,Mukherjee Nagar,2050,4,Apartment,Semi-Furnished,45500000,22195.121951219513,CSV_Import,2025-06-11 21:01:45.498139,2025-06-11 21:01:45.49814,t
429,Delhi,East Delhi,Laxmi Nagar,2000,4,Apartment,Unfurnished,36500000,18250,CSV_Import,2025-06-11 21:01:45.498141,2025-06-11 21:01:45.498141,t
430,Delhi,East Delhi,Preet Vihar,2100,4,Apartment,Semi-Furnished,40500000,19285.714285714286,CSV_Import,2025-06-11 21:01:45.498142,2025-06-11 21:01:45.498142,t
431,Delhi,East Delhi,Mayur Vihar,2150,4,Apartment,Semi-Furnished,43500000,20232.558139534885,CSV_Import,2025-06-11 21:01:45.498143,2025-06-11 21:01:45.498143,t
432,Delhi,East Delhi,IP Extension,1950,4,Apartment,Unfurnished,34500000,17692.30769230769,CSV_Import,2025-06-11 21:01:45.498144,2025-06-11 21:01:45.498144,t
433,Delhi,East Delhi,Krishna Nagar,2000,4,Apartment,Semi-Furnished,37500000,18750,CSV_Import,2025-06-11 21:01:45.498145,2025-06-11 21:01:45.498146,t
434,Delhi,New Delhi,Chanakyapuri,3000,6,Apartment,Fully Furnished,185000000,61666.666666666664,CSV_Import,2025-06-11 21:01:45.498146,2025-06-11 21:01:45.498147,t
435,Delhi,New Delhi,Lutyens Delhi,3200,6,Apartment,Fully Furnished,245000000,76562.5,CSV_Import,2025-06-11 21:01:45.498147,2025-06-11 21:01:45.498148,t
436,Delhi,New Delhi,Lodhi Road,2800,5,Apartment,Fully Furnished,148000000,52857.142857142855,CSV_Import,2025-06-11 21:01:45.498148,2025-06-11 21:01:45.498149,t
437,Delhi,New Delhi,Khan Market,2500,5,Apartment,Semi-Furnished,125000000,50000,CSV_Import,2025-06-11 21:01:45.498149,2025-06-11 21:01:45.498149,t
438,Delhi,Southwest Delhi,Dwarka,2300,5,Apartment,Semi-Furnished,48500000,21086.956521739132,CSV_Import,2025-06-11 21:01:45.49815,2025-06-11 21:01:45.49815,t
439,Delhi,Southwest Delhi,Vasant Vihar,2600,5,Apartment,Fully Furnished,118000000,45384.61538461538,CSV_Import,2025-06-11 21:01:45.498151,2025-06-11 21:01:45.498151,t
440,Delhi,Southwest Delhi,RK Puram,2200,4,Apartment,Semi-Furnished,58500000,26590.909090909092,CSV_Import,2025-06-11 21:01:45.498152,2025-06-11 21:01:45.498153,t
441,Delhi,Southwest Delhi,Mahipalpur,2100,4,Apartment,Unfurnished,42500000,20238.095238095237,CSV_Import,2025-06-11 21:01:45.498153,2025-06-11 21:01:45.498154,t
442,Delhi,Northwest Delhi,Rohini,2200,4,Apartment,Semi-Furnished,38500000,17500,CSV_Import,2025-06-11 21:01:45.498154,2025-06-11 21:01:45.498155,t
443,Delhi,Northwest Delhi,Pitampura,2150,4,Apartment,Semi-Furnished,36500000,16976.74418604651,CSV_Import,2025-06-11 21:01:45.498155,2025-06-11 21:01:45.498156,t
444,Delhi,Northwest Delhi,Shalimar Bagh,2100,4,Apartment,Unfurnished,34500000,16428.571428571428,CSV_Import,2025-06-11 21:01:45.498156,2025-06-11 21:01:45.498157,t
445,Delhi,Northwest Delhi,Ashok Vihar,2050,4,Apartment,Semi-Furnished,33500000,16341.463414634147,CSV_Import,2025-06-11 21:01:45.498157,2025-06-11 21:01:45.498158,t
446,Gurugram,Sector 14,Old Gurugram,1200,2,Apartment,Semi-Furnished,9500000,7916.666666666667,CSV_Import,2025-06-11 21:01:45.498158,2025-06-11 21:01:45.498159,t
447,Gurugram,Sector 14,Sector 15,1150,2,Apartment,Fully Furnished,8800000,7652.173913043478,CSV_Import,2025-06-11 21:01:45.498159,2025-06-11 21:01:45.49816,t
448,Gurugram,Sector 14,Sector 17,1100,2,Apartment,Unfurnished,8200000,7454.545454545455,CSV_Import,2025-06-11 21:01:45.498161,2025-06-11 21:01:45.498161,t
449,Gurugram,DLF City,Phase 1,1400,3,Apartment,Fully Furnished,18500000,13214.285714285714,CSV_Import,2025-06-11 21:01:45.498162,2025-06-11 21:01:45.498162,t
450,Gurugram,DLF City,Phase 2,1350,3,Apartment,Semi-Furnished,16800000,12444.444444444445,CSV_Import,2025-06-11 21:01:45.498163,2025-06-11 21:01:45.498163,t
451,Gurugram,DLF City,Phase 3,1300,3,Apartment,Semi-Furnished,15500000,11923.076923076924,CSV_Import,2025-06-11 21:01:45.498164,2025-06-11 21:01:45.498164,t
452,Gurugram,DLF City,Phase 4,1450,3,Apartment,Fully Furnished,19500000,13448.275862068966,CSV_Import,2025-06-11 21:01:45.498165,2025-06-11 21:01:45.498165,t
453,Gurugram,DLF City,Phase 5,1400,3,Apartment,Semi-Furnished,17800000,12714.285714285714,CSV_Import,2025-06-11 21:01:45.498166,2025-06-11 21:01:45.498166,t
454,Gurugram,Golf Course Road,Sector 54,1600,3,Apartment,Fully Furnished,24500000,15312.5,CSV_Import,2025-06-11 21:01:45.498167,2025-06-11 21:01:45.498167,t
455,Gurugram,Golf Course Road,Sector 53,1550,3,Apartment,Semi-Furnished,22500000,14516.129032258064,CSV_Import,2025-06-11 21:01:45.498168,2025-06-11 21:01:45.498168,t
456,Gurugram,Golf Course Road,DLF Golf Links,1800,4,Apartment,Fully Furnished,35500000,19722.222222222223,CSV_Import,2025-06-11 21:01:45.498169,2025-06-11 21:01:45.498169,t
457,Gurugram,Sohna Road,Sector 47,1250,3,Apartment,Semi-Furnished,12500000,10000,CSV_Import,2025-06-11 21:01:45.49817,2025-06-11 21:01:45.49817,t
458,Gurugram,Sohna Road,Sector 48,1200,2,Apartment,Unfurnished,9800000,8166.666666666667,CSV_Import,2025-06-11 21:01:45.498171,2025-06-11 21:01:45.498171,t
459,Gurugram,Sohna Road,Sector 49,1300,3,Apartment,Semi-Furnished,13200000,10153.846153846154,CSV_Import,2025-06-11 21:01:45.498172,2025-06-11 21:01:45.498172,t
460,Gurugram,New Gurugram,Sector 37C,1350,3,Apartment,Semi-Furnished,14500000,10740.74074074074,CSV_Import,2025-06-11 21:01:45.498173,2025-06-11 21:01:45.498173,t
461,Gurugram,New Gurugram,Sector 37D,1300,3,Apartment,Unfurnished,13500000,10384.615384615385,CSV_Import,2025-06-11 21:01:45.498174,2025-06-11 21:01:45.498174,t
462,Gurugram,New Gurugram,Sector 82,1400,3,Apartment,Semi-Furnished,15800000,11285.714285714286,CSV_Import,2025-06-11 21:01:45.498175,2025-06-11 21:01:45.498176,t
463,Gurugram,New Gurugram,Sector 83,1350,3,Apartment,Semi-Furnished,15200000,11259.25925925926,CSV_Import,2025-06-11 21:01:45.498176,2025-06-11 21:01:45.498177,t
464,Gurugram,New Gurugram,Sector 84,1300,3,Apartment,Unfurnished,14200000,10923.076923076924,CSV_Import,2025-06-11 21:01:45.498177,2025-06-11 21:01:45.498178,t
465,Gurugram,Cyber City,DLF Cyber City,1100,2,Apartment,Fully Furnished,16500000,15000,CSV_Import,2025-06-11 21:01:45.498178,2025-06-11 21:01:45.498179,t
466,Gurugram,Cyber City,Phase 2,1050,2,Apartment,Semi-Furnished,14800000,14095.238095238095,CSV_Import,2025-06-11 21:01:45.49818,2025-06-11 21:01:45.49818,t
467,Gurugram,Cyber City,Phase 3,1000,2,Apartment,Unfurnished,13500000,13500,CSV_Import,2025-06-11 21:01:45.498181,2025-06-11 21:01:45.498181,t
468,Gurugram,MG Road,Sector 28,1200,2,Apartment,Semi-Furnished,12500000,10416.666666666666,CSV_Import,2025-06-11 21:01:45.498182,2025-06-11 21:01:45.498182,t
469,Gurugram,MG Road,Sector 29,1150,2,Apartment,Semi-Furnished,11800000,10260.869565217392,CSV_Import,2025-06-11 21:01:45.498183,2025-06-11 21:01:45.498183,t
470,Gurugram,MG Road,IFFCO Chowk,1100,2,Apartment,Unfurnished,10800000,9818.181818181818,CSV_Import,2025-06-11 21:01:45.498184,2025-06-11 21:01:45.498185,t
471,Gurugram,Udyog Vihar,Phase 1,1000,2,Apartment,Unfurnished,8500000,8500,CSV_Import,2025-06-11 21:01:45.498185,2025-06-11 21:01:45.498186,t
472,Gurugram,Udyog Vihar,Phase 2,950,2,Apartment,Semi-Furnished,7800000,8210.526315789473,CSV_Import,2025-06-11 21:01:45.498187,2025-06-11 21:01:45.498187,t
473,Gurugram,Udyog Vihar,Phase 3,1050,2,Apartment,Semi-Furnished,8800000,8380.952380952382,CSV_Import,2025-06-11 21:01:45.498188,2025-06-11 21:01:45.498188,t
474,Gurugram,Udyog Vihar,Phase 4,1000,2,Apartment,Unfurnished,8200000,8200,CSV_Import,2025-06-11 21:01:45.498189,2025-06-11 21:01:45.498189,t
475,Gurugram,Udyog Vihar,Phase 5,1100,2,Apartment,Semi-Furnished,9200000,8363.636363636364,CSV_Import,2025-06-11 21:01:45.49819,2025-06-11 21:01:45.49819,t
476,Gurugram,South City,South City 1,1300,3,Apartment,Semi-Furnished,14500000,11153.846153846154,CSV_Import,2025-06-11 21:01:45.498191,2025-06-11 21:01:45.498191,t
477,Gurugram,South City,South City 2,1250,3,Apartment,Unfurnished,13200000,10560,CSV_Import,2025-06-11 21:01:45.498192,2025-06-11 21:01:45.498192,t
478,Gurugram,IMT Manesar,Sector 1,1200,2,Apartment,Unfurnished,6800000,5666.666666666667,CSV_Import,2025-06-11 21:01:45.498193,2025-06-11 21:01:45.498193,t
479,Gurugram,IMT Manesar,Sector 2,1150,2,Apartment,Semi-Furnished,6500000,5652.173913043478,CSV_Import,2025-06-11 21:01:45.498194,2025-06-11 21:01:45.498194,t
